voltage_v,current_a,wire_feed_speed_mm_s,material_temp_c,ambient_temp_c,travel_speed_mm_s,torch_angle_deg,ctwd_mm,gas_flow_l_min,co2_pct,thickness_mm,steel_type,rust_level,surface_grease,wire_diameter_mm,roller_wear_pct,arc_stability_rms,weld_penetration_pct
22.12,142.73,50.0,34.82,26.27,9.06,60.0,14.33,15.26,13.73,1.91,0,3.0,3.0,1.01,48.75,0.85,8.46
21.29,133.08,84.91,47.3,19.93,7.9,60.0,14.31,17.46,18.21,2.5,0,3.0,3.0,0.82,0.31,0.75,26.91
23.07,167.28,101.69,28.27,21.91,8.25,60.0,20.0,20.19,21.41,3.05,0,3.0,3.0,0.83,57.42,0.93,50.91
23.74,144.0,95.68,31.89,26.38,9.36,60.0,10.0,22.49,14.21,2.38,2,2.21,0.71,1.2,10.89,0.27,50.07
21.08,172.2,109.5,28.99,18.81,6.89,60.0,15.06,15.7,12.42,1.88,0,2.21,3.0,0.8,48.88,0.73,53.43
19.43,106.49,82.74,42.88,21.94,9.34,60.0,20.41,13.77,11.57,1.88,1,3.0,1.32,0.8,7.85,0.37,18.2
25.38,143.91,91.62,38.43,20.33,7.06,60.0,18.85,15.94,14.6,1.43,0,3.0,1.46,0.79,55.14,0.68,51.78
24.33,126.2,72.3,41.55,21.34,9.15,60.0,17.64,13.51,13.23,1.92,1,0.0,3.0,0.8,0.32,1.12,34.08
23.04,150.43,64.67,40.49,19.16,5.84,60.0,13.89,21.01,22.74,2.64,1,3.0,3.0,0.8,39.33,1.14,35.38
30.18,258.16,108.35,27.09,23.29,7.9,60.0,11.32,17.75,12.48,3.87,0,3.0,3.0,1.0,35.2,0.32,87.61
22.22,159.77,91.62,26.23,24.47,7.05,60.0,13.29,17.71,17.7,2.37,0,3.0,3.0,0.96,48.32,0.78,40.12
24.18,172.69,98.31,47.47,26.58,6.08,60.0,13.15,15.67,25.0,2.17,2,3.0,3.0,1.01,22.66,0.89,50.84
27.48,209.35,73.23,18.82,17.56,9.77,60.0,18.05,22.7,15.74,1.92,0,3.0,3.0,0.77,9.06,1.16,49.55
17.14,119.42,118.45,47.6,28.9,9.24,60.0,12.88,15.67,19.26,2.03,1,1.05,0.56,0.99,45.46,0.87,48.62
26.43,188.4,75.32,49.91,20.85,5.51,60.0,15.98,14.79,17.79,2.46,1,3.0,3.0,0.98,9.93,0.77,38.13
19.24,120.21,71.97,30.18,35.12,11.93,60.0,12.41,15.79,17.3,2.48,1,1.52,3.0,0.97,32.59,1.2,30.45
25.42,180.88,118.52,38.36,23.73,7.99,60.0,17.23,15.77,16.09,2.46,0,3.0,1.15,1.01,38.35,0.6,69.42
25.89,194.31,63.4,30.32,34.98,9.05,60.0,18.44,20.0,18.89,2.5,0,3.0,3.0,0.81,48.88,0.53,45.52
21.93,139.41,87.42,19.92,16.08,8.16,60.0,12.28,20.7,18.29,1.98,2,3.0,3.0,0.98,40.52,0.96,36.8
24.96,190.61,83.32,50.0,26.91,3.04,60.0,19.34,15.7,12.54,1.89,0,3.0,0.55,0.98,43.13,0.82,50.99
25.13,221.05,106.87,31.08,29.74,8.29,60.0,16.65,20.91,19.41,3.72,1,3.0,3.0,0.95,43.85,1.03,70.51
20.32,160.23,88.29,45.51,21.56,4.2,60.0,18.76,13.55,15.31,1.96,0,3.0,1.38,0.8,51.44,0.72,46.96
21.41,159.98,89.47,39.43,25.12,8.67,60.0,15.98,20.65,9.71,1.3,0,3.0,0.0,0.98,50.68,0.37,42.55
23.98,143.25,91.52,29.17,24.84,6.26,60.0,18.33,16.31,17.47,2.99,2,3.0,3.0,1.21,2.38,1.17,37.97
25.9,131.11,70.42,32.87,17.92,9.66,60.0,17.32,13.96,14.73,1.94,0,3.0,3.0,0.83,54.52,1.12,22.33
24.86,156.06,77.74,27.01,19.19,6.26,60.0,21.39,14.22,12.51,1.9,0,3.0,1.1,0.98,16.93,0.75,35.99
29.1,217.5,103.02,26.93,24.19,7.9,60.0,16.71,12.55,18.41,2.03,2,1.5,3.0,0.79,36.95,0.89,83.12
28.97,184.58,69.54,26.7,21.37,5.9,60.0,11.88,17.85,24.51,1.62,0,3.0,3.0,0.79,4.46,1.42,45.56
17.12,124.13,82.71,33.96,30.19,8.91,60.0,15.06,18.28,25.0,2.76,1,3.0,3.0,1.04,24.71,0.33,26.32
25.38,178.57,112.87,41.93,27.78,9.15,60.0,16.23,18.78,15.33,1.93,0,0.51,3.0,1.17,51.33,0.63,62.36
21.07,137.78,97.36,33.14,23.46,9.08,60.0,16.79,12.31,19.95,2.06,0,3.0,3.0,1.0,12.45,1.07,35.63
20.82,140.02,68.93,42.53,23.63,6.91,60.0,12.26,22.37,25.0,2.11,0,3.0,1.18,0.8,19.45,0.89,30.65
23.92,139.12,142.13,50.0,20.99,4.02,60.0,17.88,18.53,15.65,2.94,0,3.0,3.0,0.78,51.46,0.83,56.0
31.38,223.29,92.0,33.2,25.42,10.38,60.0,15.1,18.99,23.06,2.59,1,3.0,3.0,0.83,58.02,0.74,67.97
25.4,107.78,62.85,34.93,14.89,9.95,60.0,11.71,11.58,20.18,1.57,1,3.0,3.0,0.78,7.55,0.8,18.4
23.37,142.4,91.46,29.99,25.52,8.84,60.0,10.0,23.72,10.59,2.49,2,3.0,1.02,1.22,8.33,0.46,51.71
21.64,134.74,111.78,48.15,24.11,5.71,60.0,12.84,16.06,14.78,1.43,1,1.78,3.0,0.79,10.54,0.85,35.56
15.08,111.77,56.18,41.02,22.34,12.96,60.0,14.59,16.28,17.82,2.99,1,3.0,1.75,0.79,42.78,0.87,7.62
23.72,173.4,55.81,40.87,29.42,8.75,60.0,12.91,16.41,19.09,3.07,1,3.0,3.0,0.82,3.32,1.13,32.84
25.51,183.42,103.94,44.79,24.23,8.04,60.0,18.67,17.1,21.48,4.07,1,3.0,3.0,0.8,9.46,1.08,58.89
30.03,237.09,124.61,49.32,21.51,6.37,60.0,19.73,16.55,13.64,1.91,1,3.0,3.0,0.99,4.32,1.05,79.36
20.14,129.59,101.91,26.62,24.38,7.91,60.0,21.03,16.03,19.06,3.03,0,0.61,3.0,0.8,40.44,0.84,42.81
24.88,185.77,105.08,41.34,23.53,10.95,60.0,16.82,14.68,20.7,2.56,1,3.0,3.0,0.79,11.09,0.88,57.64
20.41,138.99,52.26,17.44,18.05,5.77,60.0,18.85,16.36,18.46,3.01,0,3.0,3.0,0.81,12.65,0.58,19.9
17.56,158.28,90.26,37.15,25.34,12.32,60.0,11.62,12.26,8.27,1.81,0,2.71,1.51,0.8,2.01,1.01,40.33
25.94,146.51,103.59,34.91,21.48,8.03,60.0,10.65,21.75,15.95,3.92,1,3.0,0.0,0.82,35.55,0.79,60.61
21.41,128.34,63.1,46.83,24.33,6.58,60.0,17.06,15.1,20.25,4.05,0,3.0,3.0,1.03,18.48,0.36,22.35
26.82,144.78,78.08,44.09,27.75,10.61,60.0,18.35,13.13,22.3,3.11,2,3.0,3.0,1.2,42.75,1.03,34.52
21.61,152.59,126.64,46.56,36.73,7.4,60.0,13.44,12.93,19.57,1.55,0,3.0,3.0,0.96,18.55,0.84,53.11
29.08,225.78,79.85,21.56,21.85,8.8,60.0,16.49,17.68,21.8,2.57,2,3.0,1.51,0.8,35.23,0.25,63.7
21.99,150.86,88.65,26.49,25.01,7.08,60.0,12.45,16.92,17.68,2.49,0,3.0,3.0,1.02,41.16,0.75,38.09
19.29,117.48,68.76,24.66,21.82,9.42,60.0,10.0,18.95,19.02,2.5,0,3.0,0.77,0.98,45.66,0.76,15.47
23.93,164.36,119.2,46.31,26.86,11.42,60.0,12.8,12.38,23.78,3.18,2,3.0,1.76,0.79,47.81,0.78,56.81
26.35,182.51,106.66,38.03,25.76,9.13,60.0,16.32,20.41,16.65,2.95,1,3.0,1.36,0.79,55.24,0.8,58.22
25.11,194.3,124.34,30.51,34.18,9.63,60.0,19.87,11.79,19.25,2.87,0,3.0,3.0,0.99,35.61,0.17,68.63
21.85,173.19,100.71,24.7,16.61,6.29,60.0,18.99,20.13,25.0,4.19,2,3.0,3.0,0.98,2.0,0.27,49.21
27.55,165.86,98.53,41.6,30.75,11.02,60.0,14.75,17.46,25.0,3.16,1,3.0,3.0,0.79,38.26,0.41,44.85
24.52,192.64,86.75,33.45,14.7,5.28,60.0,11.6,14.26,13.36,1.91,0,3.0,3.0,1.0,50.28,0.7,50.89
22.18,114.21,87.79,20.48,30.62,9.95,60.0,14.44,14.08,21.81,3.09,0,1.84,0.25,0.8,12.24,0.78,44.06
23.13,163.66,72.1,27.55,31.88,6.55,60.0,12.16,15.43,19.57,2.03,0,0.71,3.0,1.0,44.77,1.1,45.94
26.83,202.53,91.0,26.97,17.41,10.69,60.0,17.55,15.78,14.06,3.92,1,2.01,3.0,1.21,34.03,0.7,70.37
19.51,160.34,127.04,45.39,27.66,10.99,60.0,13.84,13.01,14.13,2.43,1,3.0,0.87,0.84,57.25,1.03,51.62
22.38,135.94,85.66,43.08,22.86,9.24,60.0,15.64,17.63,15.19,2.43,0,3.0,3.0,0.98,2.5,0.49,31.68
24.05,182.48,99.48,34.44,23.81,10.46,60.0,10.52,14.03,18.36,2.51,0,2.66,3.0,0.76,35.0,0.97,59.78
27.72,168.78,109.65,41.4,21.93,7.28,60.0,21.33,16.92,13.6,3.91,0,3.0,3.0,1.01,47.75,0.95,61.08
25.53,129.15,67.99,33.22,24.62,6.56,60.0,14.16,15.68,23.45,1.83,1,3.0,3.0,1.21,2.18,0.37,25.27
20.2,150.32,59.57,41.08,29.06,7.02,60.0,14.71,14.65,19.11,2.03,0,0.72,3.0,0.77,21.33,1.21,37.45
21.46,130.02,90.75,37.13,25.4,7.72,60.0,15.42,10.0,14.74,1.97,0,1.95,3.0,0.78,45.01,0.67,30.87
22.24,167.05,86.5,47.78,39.19,7.86,60.0,13.88,13.76,25.0,3.19,2,3.0,3.0,0.82,35.54,1.35,37.22
23.36,143.4,123.39,44.73,19.91,7.76,60.0,12.29,15.9,18.32,2.5,1,3.0,2.82,0.79,4.9,0.59,62.41
19.25,131.32,64.8,19.9,25.23,7.43,60.0,16.8,20.96,17.03,1.45,1,3.0,3.0,0.83,20.04,1.41,15.63
23.28,148.97,72.33,50.0,24.83,9.05,60.0,16.58,15.11,16.63,1.98,1,3.0,3.0,1.0,15.92,0.47,32.47
26.42,209.48,90.11,32.83,32.93,9.11,60.0,14.32,20.57,11.57,2.46,1,1.34,0.96,0.81,39.51,0.73,70.2
24.24,160.02,68.33,21.31,22.94,7.0,60.0,16.99,14.22,18.39,3.02,1,3.0,1.57,0.99,17.04,0.88,41.66
24.72,181.39,93.31,43.95,23.49,7.95,60.0,15.69,13.22,17.55,4.0,1,0.5,1.81,0.78,7.42,1.2,64.68
21.74,169.99,114.66,50.0,29.16,4.44,60.0,19.97,13.92,20.89,3.07,1,3.0,0.41,1.17,10.67,0.61,52.37
23.89,182.81,89.28,43.51,29.61,7.54,60.0,12.45,15.92,19.16,2.52,1,3.0,0.0,1.02,39.76,1.34,58.95
22.92,145.15,79.86,31.78,14.48,7.19,60.0,19.32,19.09,19.45,3.87,1,3.0,2.72,1.01,37.9,0.97,42.58
29.27,160.33,87.31,50.0,25.32,6.34,60.0,13.27,17.52,23.14,4.1,1,3.0,1.71,1.01,34.73,0.7,67.56
15.66,157.55,93.92,44.99,18.0,5.76,60.0,12.6,12.3,17.41,3.0,0,3.0,3.0,1.01,53.45,0.92,40.42
32.96,271.14,107.08,46.4,23.05,10.21,60.0,14.94,13.78,13.97,1.43,1,3.0,3.0,1.22,13.49,1.25,89.85
29.74,188.0,92.49,50.0,35.31,10.31,60.0,22.89,20.02,19.09,3.01,0,3.0,3.0,1.01,33.38,0.64,58.54
26.95,180.88,96.99,24.59,21.2,4.21,60.0,19.6,14.42,6.57,1.77,0,2.84,3.0,1.2,50.32,1.05,64.23
24.67,139.44,66.24,32.96,22.43,8.04,60.0,13.12,11.68,13.79,3.93,2,3.0,3.0,1.0,57.38,0.97,29.77
23.63,126.58,89.34,22.89,23.89,9.55,60.0,17.68,12.11,16.69,2.5,0,3.0,3.0,1.18,0.0,0.71,22.84
21.33,198.0,126.25,45.4,31.2,11.29,60.0,17.29,13.55,14.64,2.44,1,3.0,2.9,0.79,41.39,1.07,74.12
22.01,168.87,116.01,45.03,23.03,5.01,60.0,19.24,14.43,21.16,3.08,1,3.0,3.0,1.0,8.04,1.35,55.84
19.36,172.22,104.86,18.17,25.34,8.97,60.0,16.28,22.5,16.8,2.98,1,3.0,3.0,1.01,39.68,0.89,52.56
22.14,102.86,98.42,25.43,22.98,7.0,60.0,16.04,14.91,13.83,2.92,1,3.0,2.24,0.99,35.8,0.92,41.65
18.72,168.47,112.49,21.21,22.57,9.06,60.0,16.1,20.98,17.07,2.95,1,3.0,3.0,1.03,43.22,0.82,48.89
27.16,216.99,91.88,26.4,18.99,6.89,60.0,16.04,11.2,10.56,2.87,0,3.0,3.0,0.8,57.81,0.74,65.32
29.0,228.42,93.32,29.02,32.86,5.41,60.0,17.84,15.61,10.06,2.34,2,3.0,3.0,0.81,50.84,0.85,65.73
26.33,127.13,50.0,40.81,14.93,12.08,60.0,18.52,16.88,13.44,2.4,0,3.0,3.0,1.2,1.53,0.73,15.07
24.38,154.96,120.53,48.34,20.76,9.74,60.0,21.22,18.4,16.48,2.96,1,3.0,3.0,0.81,28.63,0.51,60.75
23.33,163.66,92.28,33.01,32.37,8.46,60.0,15.09,23.31,15.23,2.9,0,3.0,3.0,0.82,33.71,0.68,52.69
24.4,157.62,83.11,49.21,23.83,8.64,60.0,16.29,11.75,15.28,1.97,0,3.0,0.27,0.78,9.04,0.45,40.01
25.18,146.48,50.0,26.85,20.18,5.76,60.0,19.18,21.66,18.13,3.13,0,0.05,3.0,1.07,53.25,0.27,29.01
19.08,146.62,96.36,43.44,22.8,6.38,60.0,16.77,15.57,22.86,1.6,2,1.09,0.0,1.0,43.84,1.09,45.26
25.42,155.14,100.34,34.98,19.16,9.38,60.0,18.88,14.18,13.73,2.42,0,3.0,1.71,0.99,38.63,1.2,40.3
26.41,199.83,69.5,30.03,24.31,9.28,60.0,13.0,16.48,20.75,2.74,2,3.0,3.0,0.76,20.65,0.72,53.6
25.77,182.36,68.83,33.02,25.82,6.89,60.0,10.0,15.69,7.37,1.28,1,3.0,1.13,1.0,39.65,0.87,45.85
21.81,168.48,50.0,50.0,29.84,6.51,60.0,11.88,18.45,24.31,2.11,1,3.0,3.0,0.79,49.43,0.25,22.98
26.48,194.96,112.24,34.71,25.66,8.08,60.0,13.26,14.92,25.0,2.67,1,1.75,3.0,1.17,0.0,1.32,64.21
23.49,155.93,85.91,27.43,27.11,6.8,60.0,17.98,15.61,20.28,2.88,1,3.0,3.0,1.19,9.81,0.25,49.86
27.63,185.33,59.0,36.5,20.15,8.38,60.0,16.96,18.64,20.48,3.04,1,3.0,3.0,1.01,14.49,0.96,44.59
20.98,144.26,105.61,35.52,33.21,8.6,60.0,15.79,16.49,23.67,3.11,0,1.58,3.0,1.24,45.01,1.03,42.79
31.99,203.23,97.25,25.11,22.48,8.14,60.0,14.45,19.49,18.09,1.98,1,3.0,3.0,1.0,8.27,0.68,52.04
22.39,167.11,115.12,41.01,37.36,6.09,60.0,18.36,14.94,25.0,4.16,1,3.0,1.04,0.97,51.93,0.86,58.12
18.1,132.02,57.74,33.71,31.74,9.65,60.0,20.69,20.35,25.0,2.17,2,3.0,3.0,1.0,11.81,1.11,21.26
31.35,199.55,140.44,33.08,25.52,8.46,60.0,16.27,13.88,11.2,1.87,0,2.61,2.0,0.99,23.99,1.1,89.66
19.55,122.2,112.32,32.75,30.86,7.8,60.0,23.28,14.93,22.07,4.1,0,3.0,0.0,0.81,46.74,0.31,44.09
19.41,137.62,55.86,32.78,26.04,7.53,60.0,14.47,16.12,10.58,1.84,0,1.42,3.0,0.79,57.89,0.75,26.41
20.75,134.93,102.9,29.85,28.7,7.65,60.0,10.0,14.17,21.99,2.25,0,2.04,3.0,0.79,1.2,0.71,40.53
22.76,129.27,78.88,38.8,28.38,9.14,60.0,14.71,20.07,23.0,2.08,2,3.0,0.86,0.99,53.3,0.72,37.66
21.97,147.0,85.75,26.47,24.48,8.49,60.0,13.38,14.8,16.51,1.89,0,1.79,3.0,0.99,2.33,0.34,46.74
20.22,143.18,89.32,46.39,34.87,9.23,60.0,14.99,15.86,13.74,2.56,0,1.55,2.14,0.79,34.84,0.84,42.45
25.53,190.39,124.17,30.58,29.2,8.86,60.0,14.97,13.21,14.73,1.95,0,1.31,2.16,0.78,45.44,1.05,78.87
22.08,175.07,98.98,28.0,21.65,7.53,60.0,21.5,19.45,11.27,2.35,0,3.0,3.0,1.01,42.45,0.94,49.1
26.26,213.72,74.89,18.83,19.61,10.14,60.0,16.0,16.68,20.1,2.54,1,3.0,2.56,1.2,20.18,0.66,60.32
26.24,155.03,109.05,30.78,29.07,6.7,60.0,18.68,14.7,14.53,2.44,1,3.0,3.0,0.83,41.99,0.32,42.86
25.31,156.85,98.07,43.48,23.79,13.16,60.0,16.25,14.5,10.28,1.35,2,3.0,1.88,1.03,40.04,0.67,49.0
21.57,166.97,113.49,23.42,35.57,6.47,60.0,19.48,12.08,22.21,2.61,1,1.63,0.57,0.82,2.48,1.04,60.15
23.49,159.92,87.85,35.98,20.94,7.39,60.0,11.96,20.3,13.49,1.88,1,3.0,3.0,0.83,44.61,0.7,55.06
23.48,140.78,65.84,26.67,26.23,11.29,60.0,10.36,17.24,18.86,1.87,0,3.0,1.93,0.8,21.21,0.98,31.43
27.6,184.54,106.99,28.56,27.64,12.16,60.0,20.62,12.82,16.57,2.49,2,3.0,2.93,0.79,39.48,0.61,61.76
26.6,183.67,81.18,27.21,31.19,5.7,60.0,15.85,15.78,25.0,3.2,0,3.0,3.0,1.2,7.86,1.1,45.88
24.68,174.29,57.89,36.83,26.47,8.15,60.0,12.74,16.61,19.02,4.01,1,3.0,3.0,0.8,21.74,1.29,33.59
21.84,150.29,65.27,49.56,22.5,9.19,60.0,15.75,17.03,17.85,2.99,1,3.0,2.78,0.79,52.06,0.5,33.62
27.6,160.87,100.83,32.66,23.44,10.45,60.0,10.76,18.91,23.21,2.38,0,3.0,3.0,1.0,11.0,0.77,46.43
24.42,180.15,74.39,31.91,33.44,6.78,60.0,19.84,16.38,16.45,2.97,1,3.0,3.0,0.83,32.91,0.87,45.9
24.12,176.09,82.81,33.26,24.41,5.31,60.0,24.06,19.29,25.0,2.16,0,3.0,3.0,0.78,59.34,0.61,43.17
25.87,195.3,75.02,25.68,27.55,8.29,60.0,16.99,18.34,25.0,2.79,0,3.0,3.0,1.01,15.78,1.16,46.06
26.62,172.84,65.43,45.36,15.89,5.71,60.0,19.01,14.72,7.35,2.79,0,1.75,0.2,0.83,14.13,1.12,52.03
24.9,172.31,89.28,46.28,32.43,5.89,60.0,15.0,17.91,16.63,2.75,2,0.36,3.0,0.74,25.77,0.83,58.7
25.87,161.42,67.85,33.18,22.11,11.8,60.0,13.72,13.02,12.68,3.9,0,3.0,3.0,0.8,32.64,0.65,29.88
24.23,159.9,98.7,50.0,27.77,5.98,60.0,16.82,20.08,25.0,3.14,1,2.4,0.73,1.19,26.31,0.97,57.05
23.93,201.33,107.64,50.0,20.6,8.97,60.0,14.65,12.8,13.13,2.41,0,3.0,3.0,0.79,26.51,0.61,46.98
25.35,160.64,79.99,33.81,30.66,9.11,60.0,15.25,12.79,15.41,2.96,0,3.0,3.0,0.74,10.91,0.27,31.65
28.79,249.15,95.86,37.56,25.59,6.89,60.0,17.82,14.1,7.45,2.79,0,3.0,3.0,0.94,56.58,0.3,73.55
24.45,189.28,68.42,33.67,27.46,4.23,60.0,14.79,15.95,12.0,2.97,1,3.0,3.0,0.76,52.43,0.32,41.93
21.17,155.0,75.98,24.56,23.99,6.11,60.0,14.29,20.38,24.92,2.12,0,3.0,0.2,0.83,21.8,0.31,52.54
16.98,147.97,50.19,16.8,29.74,6.73,60.0,21.41,11.33,19.57,2.56,1,3.0,2.29,0.78,35.72,0.93,9.33
28.71,191.36,50.0,16.96,20.64,6.83,60.0,16.68,14.14,24.12,4.14,2,3.0,3.0,0.98,16.04,0.78,50.83
23.19,162.19,112.12,24.76,29.98,8.88,60.0,16.11,18.43,16.19,1.45,1,3.0,0.82,0.99,6.8,1.08,47.91
24.76,212.03,80.18,47.63,31.05,10.23,60.0,13.0,13.99,16.05,2.97,2,1.92,0.68,1.19,56.18,0.82,63.15
23.49,200.42,86.64,34.15,29.49,8.43,60.0,12.65,16.5,18.17,2.5,1,2.92,0.78,0.82,49.14,0.78,62.01
23.59,190.42,121.69,22.41,24.84,6.1,60.0,15.03,12.96,25.0,1.75,1,3.0,3.0,0.98,31.64,0.39,60.22
24.68,171.32,100.37,36.38,27.94,9.87,60.0,13.05,14.69,21.6,2.08,0,3.0,3.0,0.79,40.06,0.54,58.09
20.4,153.6,75.32,18.11,18.93,9.57,60.0,14.91,14.04,25.0,4.33,0,3.0,3.0,0.76,15.31,0.61,37.41
22.87,186.02,50.0,23.12,23.83,10.53,60.0,15.42,19.56,19.92,2.02,1,0.0,3.0,0.81,45.54,0.78,35.57
27.62,149.74,84.0,48.14,23.02,6.13,60.0,18.47,16.34,16.37,2.47,0,2.13,3.0,0.99,17.61,0.54,41.13
23.84,173.63,91.65,47.06,22.32,6.91,60.0,17.28,15.47,13.13,2.4,0,1.42,0.93,1.22,32.03,0.4,58.7
26.5,181.06,74.58,19.29,33.57,3.63,60.0,18.36,19.88,15.57,2.43,0,2.27,3.0,0.99,43.43,0.43,46.13
25.35,166.41,115.73,33.12,26.2,10.4,60.0,16.84,24.12,12.4,1.34,2,3.0,3.0,0.8,10.11,0.8,61.27
27.74,212.91,143.47,28.44,26.64,7.83,60.0,20.95,14.49,25.0,2.78,2,3.0,3.0,0.81,54.23,1.03,91.16
25.12,179.55,108.88,46.47,28.98,8.43,60.0,19.44,17.06,17.41,3.99,0,0.99,3.0,0.8,56.94,0.69,70.37
27.05,159.07,78.01,29.94,35.37,5.78,60.0,20.56,19.24,18.56,1.43,0,3.0,0.97,1.26,43.93,0.66,47.96
30.19,177.16,81.22,42.5,28.26,4.15,60.0,15.56,14.0,23.45,2.12,2,0.94,3.0,0.82,18.37,0.51,58.53
24.8,160.56,101.35,27.2,26.75,9.29,60.0,11.91,14.8,21.49,1.58,1,3.0,3.0,0.8,38.95,0.95,43.39
25.19,163.94,99.4,21.6,25.66,6.93,60.0,16.07,17.37,20.98,2.56,2,0.5,3.0,1.0,19.85,0.93,67.16
23.86,166.99,73.16,31.38,26.99,5.88,60.0,14.95,18.18,16.31,1.92,0,3.0,2.76,0.78,50.44,0.2,42.25
25.34,233.95,92.42,45.27,29.87,5.49,60.0,19.62,12.49,20.28,1.38,0,3.0,3.0,1.16,44.42,1.18,72.12
18.28,174.18,112.1,43.2,15.99,6.25,60.0,19.78,20.29,13.2,3.88,0,0.69,3.0,0.78,58.76,0.99,49.83
25.17,196.37,76.48,30.67,21.29,10.73,60.0,17.43,14.0,17.22,2.5,0,3.0,1.8,0.81,42.78,0.87,45.09
19.15,103.78,102.92,22.12,19.93,7.78,60.0,13.64,16.15,18.5,1.51,0,1.01,1.36,0.83,60.04,0.75,39.33
21.52,171.88,109.51,23.34,18.18,9.01,60.0,16.89,20.83,25.0,3.13,0,3.0,3.0,0.78,51.98,0.92,43.75
23.66,130.75,83.32,30.66,15.6,6.94,60.0,18.99,17.03,25.0,2.15,1,3.0,3.0,0.78,24.01,0.89,39.96
26.35,204.92,66.09,48.89,29.28,7.34,60.0,16.54,17.9,11.0,2.91,1,3.0,3.0,0.77,2.67,0.94,57.18
25.92,205.46,93.57,50.0,31.37,8.36,60.0,17.87,14.2,25.0,3.17,2,3.0,0.0,0.79,30.17,0.8,69.19
20.28,162.83,93.38,21.03,22.17,10.29,60.0,19.98,19.94,25.0,3.3,0,3.0,3.0,0.99,24.75,1.08,42.11
22.55,150.56,77.64,48.4,21.1,7.05,60.0,12.0,12.33,16.47,1.48,1,3.0,3.0,0.75,11.42,0.65,25.32
28.74,207.39,83.7,38.14,21.45,9.29,60.0,19.26,17.18,17.9,2.49,0,3.0,2.56,1.01,50.63,0.87,64.05
27.62,217.83,83.81,41.65,33.44,6.2,60.0,17.84,18.06,14.41,2.92,2,3.0,3.0,0.81,55.05,1.11,74.26
22.22,118.74,78.97,25.47,21.91,8.87,60.0,12.97,13.27,19.64,4.05,2,3.0,3.0,0.82,53.09,1.0,32.22
23.17,162.32,95.29,27.39,23.85,9.93,60.0,14.88,12.11,15.4,1.97,0,3.0,3.0,0.99,52.57,1.09,47.08
22.53,179.89,101.29,28.04,33.58,7.15,60.0,13.61,12.5,17.03,2.5,1,3.0,0.21,0.79,30.32,0.83,55.17
24.41,146.85,84.13,45.11,23.67,8.37,60.0,13.79,14.65,14.09,2.92,1,3.0,2.07,0.78,47.9,0.92,39.49
26.64,188.78,95.61,37.06,26.14,9.2,60.0,16.48,13.33,18.53,2.03,0,3.0,3.0,0.97,53.36,0.83,54.63
20.59,127.23,86.3,41.61,20.08,7.76,60.0,19.03,20.1,18.69,2.99,1,3.0,0.12,0.83,54.4,0.75,45.02
25.48,225.88,123.22,36.41,24.49,9.62,60.0,17.67,12.06,22.91,2.62,1,3.0,3.0,0.98,36.73,0.99,73.32
23.88,172.38,112.34,44.89,26.43,11.28,60.0,16.67,17.17,16.53,2.46,1,3.0,3.0,0.81,3.51,0.5,54.28
17.66,124.24,85.83,19.85,24.76,6.43,60.0,11.26,13.9,10.68,1.85,0,2.08,3.0,0.76,5.22,0.99,26.81
22.8,162.58,108.37,48.92,22.85,5.2,60.0,15.09,10.0,10.62,1.4,0,3.0,3.0,0.98,29.59,0.72,46.76
19.37,131.73,78.62,38.63,24.26,5.9,60.0,18.97,17.42,18.09,1.5,0,0.49,3.0,0.97,13.31,0.48,28.29
26.59,229.63,92.82,31.41,26.71,10.86,60.0,12.72,13.16,25.0,2.72,1,3.0,1.9,0.98,39.56,0.89,65.28
24.05,159.46,92.77,22.51,24.95,9.26,60.0,19.85,22.44,12.46,3.85,1,3.0,2.81,0.79,46.18,0.57,47.45
25.62,121.19,112.57,31.25,28.2,5.63,60.0,11.91,15.48,17.33,2.56,0,3.0,3.0,0.78,34.83,0.9,46.97
18.31,124.6,91.8,31.13,24.09,5.15,60.0,19.58,18.32,22.05,1.58,1,0.57,3.0,0.8,54.25,0.62,33.36
21.34,144.1,79.95,29.97,28.31,8.95,60.0,18.27,18.33,12.43,2.37,0,2.66,2.91,0.79,54.52,0.54,41.66
22.48,163.86,111.28,46.17,29.2,11.77,60.0,13.69,12.82,22.29,3.1,2,3.0,0.6,0.82,47.04,0.64,55.97
24.21,158.19,90.87,50.0,24.45,10.5,60.0,21.32,15.69,17.97,3.01,0,1.24,2.18,0.82,26.68,0.62,49.64
22.27,153.03,78.9,38.92,26.11,8.29,60.0,11.5,21.79,25.0,2.11,0,0.0,0.81,1.0,54.13,1.05,54.43
31.92,229.2,111.55,27.9,33.38,6.91,60.0,16.64,21.38,24.01,4.1,0,1.61,3.0,0.79,46.83,0.74,89.0
24.99,164.13,118.21,47.94,28.67,8.8,60.0,16.78,14.31,18.56,1.52,0,0.4,1.59,0.79,33.63,1.13,65.77
22.42,147.36,91.45,34.87,25.06,10.56,60.0,18.12,13.05,14.66,2.95,1,1.8,3.0,1.03,55.01,0.47,39.98
18.44,123.88,72.19,18.67,22.05,6.78,60.0,15.83,18.98,24.46,2.62,0,3.0,0.44,1.0,24.19,0.39,29.51
26.13,166.4,70.23,43.11,19.85,8.31,60.0,12.01,14.43,25.0,1.61,0,3.0,3.0,0.82,0.0,0.86,44.36
