ct_norm_s1,ct_norm_s2,ct_norm_s3,ct_norm_s4,ct_norm_s5,ct_norm_s6,wip_norm,speed_norm,failure_prob,micro_stops_norm,operator_efficiency,action,reward,throughput_uph,episode,step
0.9,0.72,0.89,0.88,0.99,0.98,0.02,0.8,0.0,0.13,1.0,3,94.29,81.08,129,78
0.92,0.72,0.9,0.88,1.0,1.0,0.05,0.8,0.0,0.0,1.0,2,87.41,77.42,129,79
0.48,0.48,0.43,0.36,0.53,0.55,0.28,0.73,0.11,0.13,0.88,5,79.68,87.66,130,0
0.48,0.47,0.42,0.34,0.52,0.55,0.28,0.73,0.1,0.13,0.88,4,80.24,88.95,130,1
0.47,0.48,0.41,0.33,0.51,0.56,0.22,0.73,0.1,0.2,0.88,2,69.6,83.36,130,2
0.51,0.51,0.43,0.4,0.56,0.58,0.22,0.71,0.09,0.27,0.88,1,74.22,87.46,130,3
0.5,0.5,0.42,0.38,0.55,0.54,0.22,0.73,0.12,0.27,0.88,1,75.29,91.87,130,4
0.48,0.48,0.4,0.36,0.52,0.53,0.22,0.76,0.15,0.33,0.88,5,70.77,91.37,130,5
0.49,0.46,0.41,0.37,0.54,0.54,0.22,0.76,0.14,0.4,0.88,5,69.37,91.53,130,6
0.49,0.45,0.4,0.35,0.54,0.55,0.25,0.76,0.15,0.4,0.88,3,81.92,90.57,130,7
0.51,0.44,0.41,0.38,0.56,0.57,0.22,0.76,0.13,0.2,0.88,0,86.38,90.9,130,8
0.5,0.45,0.41,0.39,0.57,0.57,0.22,0.76,0.12,0.13,0.89,3,94.93,89.91,130,9
0.52,0.47,0.4,0.39,0.59,0.6,0.2,0.76,0.1,0.0,0.89,2,83.44,84.86,130,10
0.53,0.5,0.46,0.42,0.62,0.65,0.22,0.73,0.09,0.07,0.89,2,74.78,79.6,130,11
0.56,0.51,0.53,0.47,0.65,0.69,0.2,0.71,0.07,0.13,0.89,1,75.03,83.37,130,12
0.55,0.48,0.52,0.46,0.63,0.67,0.2,0.73,0.1,0.2,0.89,2,63.98,78.64,130,13
0.59,0.51,0.55,0.48,0.67,0.72,0.22,0.71,0.09,0.27,0.89,3,73.56,78.42,130,14
0.6,0.51,0.55,0.49,0.66,0.72,0.2,0.71,0.05,0.13,0.89,1,72.61,82.33,130,15
0.6,0.5,0.51,0.47,0.65,0.7,0.22,0.73,0.07,0.2,0.89,0,75.26,83.24,130,16
0.61,0.48,0.5,0.48,0.64,0.7,0.2,0.73,0.06,0.2,0.9,0,81.03,86.82,130,17
0.61,0.48,0.52,0.46,0.66,0.7,0.18,0.73,0.07,0.2,0.94,0,85.52,87.26,130,18
0.62,0.48,0.52,0.46,0.65,0.71,0.18,0.73,0.07,0.13,0.95,0,87.95,88.05,130,19
0.61,0.46,0.53,0.48,0.66,0.72,0.15,0.73,0.07,0.13,0.96,0,89.57,88.07,130,20
0.62,0.46,0.54,0.5,0.65,0.72,0.12,0.73,0.06,0.13,0.96,0,91.54,89.79,130,21
0.61,0.46,0.53,0.49,0.63,0.74,0.12,0.73,0.07,0.13,0.97,1,97.79,93.92,130,22
0.57,0.46,0.53,0.47,0.6,0.74,0.1,0.76,0.09,0.13,0.97,2,89.32,88.88,130,23
0.61,0.47,0.55,0.49,0.66,0.76,0.08,0.73,0.08,0.2,0.97,1,95.59,92.98,130,24
0.58,0.45,0.53,0.49,0.63,0.76,0.05,0.76,0.1,0.2,0.97,0,101.64,95.91,130,25
0.57,0.47,0.52,0.47,0.63,0.75,0.08,0.76,0.09,0.13,1.0,2,89.6,90.4,130,26
0.61,0.5,0.55,0.5,0.66,0.8,0.1,0.73,0.09,0.2,1.0,3,99.46,89.62,130,27
0.61,0.53,0.54,0.51,0.69,0.8,0.12,0.73,0.06,0.0,1.0,1,104.54,94.01,130,28
0.6,0.51,0.5,0.5,0.67,0.79,0.12,0.76,0.08,0.0,1.0,3,100.43,92.47,130,29
0.62,0.54,0.53,0.52,0.69,0.81,0.1,0.76,0.05,0.07,1.0,1,105.38,96.7,130,30
0.59,0.54,0.49,0.53,0.68,0.78,0.1,0.78,0.07,0.07,1.0,4,111.15,97.74,130,31
0.61,0.53,0.51,0.51,0.68,0.76,0.02,0.79,0.06,0.07,1.0,1,118.33,102.59,130,32
0.58,0.52,0.5,0.48,0.64,0.75,0.0,0.82,0.08,0.07,1.0,3,117.35,101.53,130,33
0.59,0.52,0.51,0.48,0.66,0.78,0.0,0.82,0.05,0.07,1.0,5,117.11,101.39,130,34
0.6,0.53,0.51,0.48,0.65,0.78,0.0,0.82,0.06,0.07,1.0,2,109.85,96.47,130,35
0.63,0.57,0.53,0.5,0.69,0.8,0.02,0.79,0.04,0.07,1.0,4,107.56,96.6,130,36
0.65,0.56,0.55,0.52,0.7,0.82,0.0,0.8,0.04,0.13,1.0,0,107.67,96.62,130,37
0.63,0.56,0.57,0.51,0.72,0.81,0.0,0.8,0.03,0.13,1.0,1,111.7,101.35,130,38
0.62,0.52,0.53,0.48,0.69,0.8,0.02,0.83,0.04,0.13,1.0,2,105.05,95.67,130,39
0.67,0.57,0.55,0.51,0.74,0.83,0.02,0.8,0.03,0.13,1.0,4,103.94,96.84,130,40
0.67,0.58,0.54,0.5,0.74,0.82,0.0,0.81,0.03,0.2,1.0,1,104.5,100.82,130,41
0.67,0.57,0.51,0.49,0.74,0.79,0.0,0.83,0.05,0.27,1.0,0,107.93,100.37,130,42
0.68,0.57,0.52,0.49,0.75,0.8,0.0,0.83,0.05,0.2,1.0,5,106.2,100.13,130,43
0.68,0.57,0.54,0.48,0.77,0.8,0.02,0.83,0.05,0.2,1.0,0,104.25,99.79,130,44
0.7,0.57,0.53,0.48,0.78,0.82,0.05,0.83,0.05,0.2,1.0,1,105.96,104.65,130,45
0.65,0.53,0.52,0.45,0.76,0.8,0.05,0.86,0.06,0.27,1.0,3,114.67,103.78,130,46
0.66,0.55,0.52,0.48,0.76,0.82,0.02,0.86,0.04,0.13,1.0,0,118.84,103.85,130,47
0.68,0.53,0.53,0.46,0.75,0.83,0.02,0.86,0.03,0.07,1.0,0,117.36,103.86,130,48
0.69,0.52,0.52,0.45,0.76,0.83,0.05,0.86,0.03,0.07,1.0,5,112.38,104.25,130,49
0.69,0.51,0.52,0.44,0.76,0.82,0.08,0.86,0.02,0.13,1.0,2,102.11,98.94,130,50
0.71,0.55,0.57,0.47,0.79,0.85,0.08,0.83,0.01,0.2,1.0,2,90.75,93.96,130,51
0.75,0.6,0.59,0.49,0.85,0.86,0.1,0.81,0.0,0.27,1.0,0,88.85,93.62,130,52
0.76,0.6,0.6,0.49,0.85,0.87,0.12,0.81,0.0,0.27,1.0,2,82.17,89.31,130,53
0.8,0.63,0.62,0.5,0.87,0.88,0.15,0.78,0.0,0.27,1.0,5,81.14,89.7,130,54
0.79,0.61,0.62,0.49,0.89,0.87,0.18,0.78,0.0,0.27,1.0,4,80.93,90.36,130,55
0.8,0.62,0.61,0.48,0.91,0.88,0.12,0.79,0.0,0.33,1.0,1,82.05,94.75,130,56
0.77,0.59,0.56,0.47,0.89,0.86,0.12,0.82,0.01,0.4,1.0,5,77.0,95.07,130,57
0.77,0.58,0.55,0.47,0.88,0.86,0.15,0.82,0.01,0.47,1.0,2,69.64,90.12,130,58
0.79,0.63,0.57,0.48,0.94,0.91,0.18,0.79,0.0,0.47,1.0,0,75.88,90.73,130,59
0.77,0.61,0.55,0.49,0.92,0.91,0.15,0.79,0.0,0.4,1.0,3,84.93,89.52,130,60
0.8,0.63,0.59,0.5,0.95,0.92,0.18,0.79,0.0,0.2,1.0,3,94.25,88.54,130,61
0.82,0.66,0.58,0.52,0.97,0.93,0.2,0.79,0.0,0.0,1.0,1,100.32,92.55,130,62
0.81,0.63,0.55,0.52,0.94,0.91,0.18,0.82,0.02,0.0,1.0,0,96.83,92.99,130,63
0.79,0.65,0.53,0.54,0.92,0.89,0.18,0.82,0.03,0.07,1.0,3,99.9,92.0,130,64
0.8,0.65,0.56,0.56,0.93,0.91,0.18,0.82,0.0,0.0,1.0,1,106.21,96.26,130,65
0.76,0.63,0.53,0.54,0.92,0.89,0.15,0.84,0.03,0.0,1.0,3,101.4,95.33,130,66
0.77,0.63,0.55,0.57,0.92,0.92,0.15,0.84,0.0,0.07,1.0,0,103.38,95.8,130,67
0.77,0.62,0.55,0.56,0.91,0.9,0.12,0.84,0.01,0.07,1.0,5,97.59,95.61,130,68
0.76,0.61,0.57,0.56,0.92,0.92,0.15,0.84,0.01,0.13,1.0,4,95.63,97.3,130,69
0.74,0.61,0.55,0.54,0.92,0.9,0.15,0.85,0.01,0.2,1.0,4,97.79,98.65,130,70
0.73,0.61,0.55,0.53,0.91,0.89,0.08,0.86,0.01,0.27,1.0,0,100.32,98.76,130,71
0.73,0.6,0.55,0.54,0.9,0.9,0.1,0.86,0.02,0.2,1.0,0,100.06,98.54,130,72
0.73,0.59,0.57,0.54,0.92,0.89,0.1,0.86,0.02,0.2,1.0,2,90.51,93.79,130,73
0.76,0.61,0.62,0.57,0.97,0.89,0.1,0.83,0.0,0.27,1.0,5,88.29,93.99,130,74
0.75,0.6,0.61,0.58,0.98,0.88,0.08,0.83,0.0,0.33,1.0,3,94.19,93.5,130,75
0.76,0.59,0.63,0.58,1.0,0.89,0.1,0.83,0.0,0.2,1.0,5,92.48,93.32,130,76
0.77,0.57,0.65,0.59,0.99,0.89,0.12,0.83,0.0,0.2,1.0,0,92.16,93.07,130,77
0.76,0.59,0.66,0.59,0.99,0.9,0.12,0.83,0.0,0.2,1.0,3,100.94,92.45,130,78
0.77,0.61,0.66,0.59,1.0,0.93,0.1,0.83,0.0,0.07,1.0,4,102.04,93.39,130,79
0.34,0.6,0.41,0.35,0.47,0.34,0.2,0.7,0.09,0.13,0.82,5,75.41,81.53,131,0
0.34,0.6,0.42,0.36,0.46,0.35,0.22,0.7,0.09,0.13,0.82,1,78.74,85.69,131,1
0.32,0.58,0.4,0.35,0.45,0.32,0.25,0.73,0.11,0.13,0.82,1,80.45,90.59,131,2
0.28,0.55,0.38,0.32,0.43,0.3,0.25,0.75,0.13,0.2,0.82,0,85.53,93.65,131,3
0.29,0.53,0.39,0.3,0.42,0.3,0.22,0.75,0.13,0.2,0.84,1,89.02,98.85,131,4
0.27,0.51,0.36,0.29,0.39,0.25,0.2,0.78,0.16,0.27,0.84,4,92.01,99.74,131,5
0.27,0.52,0.37,0.31,0.37,0.24,0.1,0.78,0.17,0.33,0.84,0,96.79,100.36,131,6
0.26,0.53,0.37,0.29,0.37,0.25,0.1,0.78,0.16,0.27,0.85,5,90.95,100.16,131,7
0.26,0.55,0.36,0.31,0.37,0.24,0.12,0.78,0.17,0.33,0.85,1,97.94,104.94,131,8
0.24,0.52,0.36,0.29,0.37,0.2,0.1,0.81,0.2,0.33,0.85,3,110.27,103.73,131,9
0.27,0.52,0.37,0.32,0.37,0.21,0.08,0.81,0.17,0.13,0.85,4,114.83,105.09,131,10
0.27,0.5,0.36,0.31,0.38,0.21,0.02,0.82,0.18,0.13,0.85,3,117.75,102.61,131,11
0.29,0.54,0.39,0.34,0.39,0.25,0.0,0.82,0.14,0.07,0.85,1,123.64,107.65,131,12
0.28,0.51,0.36,0.33,0.4,0.21,0.0,0.84,0.15,0.07,0.85,2,117.33,102.25,131,13
0.29,0.53,0.38,0.36,0.43,0.23,0.0,0.82,0.14,0.07,0.85,1,119.49,107.61,131,14
0.27,0.51,0.37,0.34,0.4,0.19,0.0,0.84,0.16,0.13,0.85,2,109.77,100.68,131,15
0.3,0.56,0.41,0.39,0.45,0.23,0.02,0.82,0.16,0.13,0.85,1,110.07,104.44,131,16
0.27,0.56,0.39,0.38,0.45,0.24,0.02,0.84,0.18,0.2,0.85,5,111.11,104.09,131,17
0.29,0.57,0.4,0.38,0.44,0.24,0.0,0.84,0.18,0.2,0.85,5,106.88,103.9,131,18
0.29,0.55,0.4,0.39,0.46,0.24,0.0,0.84,0.18,0.27,0.85,4,107.66,104.5,131,19
0.29,0.53,0.4,0.41,0.46,0.25,0.0,0.85,0.17,0.27,0.85,0,118.45,110.14,131,20
0.3,0.53,0.39,0.41,0.47,0.26,0.0,0.85,0.17,0.2,0.89,0,124.4,111.74,131,21
0.31,0.52,0.39,0.39,0.45,0.25,0.0,0.85,0.17,0.13,0.9,3,127.14,110.36,131,22
0.31,0.53,0.38,0.42,0.48,0.28,0.0,0.85,0.13,0.07,0.9,3,129.79,108.95,131,23
0.34,0.54,0.41,0.44,0.49,0.28,0.0,0.85,0.1,0.0,0.9,2,119.56,103.65,131,24
0.36,0.55,0.42,0.48,0.53,0.31,0.0,0.83,0.08,0.07,0.9,4,116.64,104.62,131,25
0.36,0.54,0.43,0.48,0.52,0.33,0.0,0.83,0.09,0.13,0.9,2,106.2,99.1,131,26
0.39,0.58,0.44,0.5,0.56,0.36,0.0,0.81,0.07,0.2,0.9,5,105.71,100.0,131,27
0.38,0.58,0.43,0.48,0.54,0.35,0.02,0.81,0.08,0.2,0.9,0,113.35,101.77,131,28
0.39,0.58,0.41,0.49,0.56,0.33,0.0,0.81,0.08,0.13,0.92,4,109.9,102.21,131,29
0.39,0.6,0.42,0.51,0.54,0.35,0.0,0.82,0.07,0.2,0.92,4,107.39,103.47,131,30
0.4,0.59,0.4,0.52,0.54,0.34,0.0,0.83,0.08,0.27,0.92,1,108.97,108.22,131,31
0.39,0.57,0.4,0.51,0.5,0.32,0.0,0.85,0.09,0.33,0.92,1,113.51,113.46,131,32
0.35,0.55,0.36,0.5,0.48,0.29,0.02,0.88,0.11,0.33,0.92,2,103.68,107.27,131,33
0.41,0.58,0.38,0.56,0.49,0.33,0.0,0.85,0.1,0.4,0.92,2,93.37,101.94,131,34
0.43,0.62,0.42,0.59,0.51,0.34,0.0,0.83,0.1,0.47,0.92,2,82.58,96.09,131,35
0.46,0.67,0.42,0.64,0.53,0.39,0.0,0.8,0.07,0.53,0.92,0,90.2,99.15,131,36
0.48,0.69,0.43,0.65,0.54,0.39,0.0,0.8,0.08,0.47,0.95,5,86.91,99.77,131,37
0.48,0.69,0.42,0.64,0.52,0.38,0.0,0.8,0.08,0.53,0.95,3,94.03,98.72,131,38
0.47,0.71,0.44,0.66,0.54,0.4,0.0,0.8,0.04,0.4,0.95,1,95.63,103.61,131,39
0.43,0.69,0.41,0.64,0.53,0.39,0.0,0.83,0.07,0.47,0.95,1,100.44,107.72,131,40
0.4,0.68,0.38,0.64,0.52,0.39,0.0,0.85,0.08,0.47,0.95,5,98.69,107.55,131,41
0.42,0.67,0.36,0.64,0.53,0.4,0.02,0.85,0.09,0.47,0.95,2,92.23,102.02,131,42
0.45,0.73,0.37,0.66,0.55,0.45,0.02,0.83,0.07,0.47,0.95,1,96.77,107.15,131,43
0.42,0.69,0.35,0.65,0.52,0.42,0.05,0.85,0.08,0.47,0.95,5,95.37,107.27,131,44
0.43,0.68,0.37,0.64,0.5,0.43,0.08,0.85,0.09,0.47,0.95,4,98.3,108.51,131,45
0.42,0.67,0.36,0.62,0.51,0.44,0.05,0.86,0.09,0.47,0.95,2,89.21,102.89,131,46
0.45,0.71,0.39,0.66,0.55,0.46,0.02,0.83,0.08,0.53,0.95,4,86.53,103.99,131,47
0.44,0.72,0.41,0.65,0.54,0.46,0.02,0.84,0.08,0.6,0.95,5,84.48,103.57,131,48
0.46,0.74,0.4,0.65,0.54,0.46,0.05,0.84,0.08,0.6,0.95,3,92.52,102.09,131,49
0.49,0.76,0.41,0.68,0.55,0.47,0.02,0.84,0.05,0.47,0.95,2,81.64,96.21,131,50
0.52,0.82,0.43,0.71,0.59,0.52,0.02,0.82,0.03,0.53,0.95,4,80.35,97.18,131,51
0.53,0.81,0.42,0.72,0.6,0.52,0.0,0.83,0.03,0.6,0.95,3,89.71,96.05,131,52
0.54,0.83,0.42,0.76,0.63,0.52,0.02,0.83,0.0,0.4,0.95,2,85.52,91.26,131,53
0.58,0.85,0.47,0.79,0.65,0.54,0.0,0.8,0.0,0.4,0.95,4,87.13,92.61,131,54
0.6,0.83,0.46,0.77,0.64,0.53,0.0,0.81,0.0,0.4,0.95,2,80.94,87.45,131,55
0.64,0.86,0.52,0.79,0.7,0.56,0.0,0.78,0.0,0.4,0.95,3,88.61,87.18,131,56
0.64,0.87,0.52,0.79,0.71,0.57,0.0,0.78,0.0,0.27,0.95,4,85.57,88.03,131,57
0.64,0.87,0.54,0.81,0.7,0.55,0.0,0.79,0.01,0.33,0.95,4,86.2,88.6,131,58
0.64,0.88,0.54,0.82,0.7,0.56,0.0,0.8,0.01,0.33,0.95,2,77.48,84.57,131,59
0.67,0.9,0.57,0.85,0.72,0.57,0.0,0.78,0.0,0.4,0.95,2,68.36,80.3,131,60
0.71,0.93,0.61,0.87,0.74,0.58,0.0,0.75,0.0,0.47,0.95,0,76.02,83.39,131,61
0.69,0.93,0.63,0.86,0.74,0.57,0.0,0.75,0.0,0.4,0.99,1,79.39,87.67,131,62
0.68,0.88,0.6,0.82,0.72,0.57,0.02,0.78,0.03,0.4,0.99,5,76.98,87.79,131,63
0.67,0.86,0.6,0.84,0.73,0.57,0.0,0.78,0.04,0.47,0.99,4,77.77,88.42,131,64
0.65,0.86,0.6,0.85,0.74,0.58,0.0,0.78,0.03,0.47,0.99,3,85.0,87.5,131,65
0.66,0.87,0.61,0.89,0.76,0.59,0.0,0.78,0.0,0.33,0.99,2,79.73,83.11,131,66
0.68,0.89,0.66,0.93,0.79,0.61,0.0,0.76,0.0,0.33,0.99,2,69.57,79.22,131,67
0.72,0.9,0.69,0.93,0.81,0.63,0.02,0.73,0.0,0.4,0.99,5,71.57,79.64,131,68
0.71,0.9,0.69,0.93,0.8,0.62,0.0,0.73,0.0,0.4,0.99,2,66.36,75.3,131,69
0.76,0.93,0.73,0.95,0.82,0.66,0.0,0.71,0.0,0.4,0.99,2,57.72,71.43,131,70
0.79,0.96,0.74,0.96,0.84,0.72,0.0,0.68,0.0,0.47,0.99,2,53.52,67.94,131,71
0.83,0.98,0.77,0.97,0.85,0.74,0.0,0.66,0.0,0.47,0.99,4,50.11,68.46,131,72
0.84,1.0,0.77,0.98,0.85,0.75,0.0,0.67,0.0,0.53,0.99,3,60.09,67.99,131,73
0.87,1.0,0.78,0.98,0.87,0.75,0.02,0.67,0.0,0.33,0.99,4,63.24,69.36,131,74
0.86,1.0,0.77,0.97,0.85,0.74,0.0,0.68,0.0,0.33,0.99,3,73.08,68.82,131,75
0.89,1.0,0.8,0.98,0.86,0.75,0.02,0.68,0.0,0.13,0.99,0,76.47,69.57,131,76
0.89,1.0,0.82,0.99,0.84,0.73,0.05,0.68,0.0,0.07,1.0,5,70.99,69.61,131,77
0.88,1.0,0.82,1.0,0.82,0.74,0.08,0.68,0.0,0.13,1.0,2,68.6,66.34,131,78
0.9,1.0,0.84,1.0,0.85,0.78,0.05,0.65,0.0,0.13,1.0,5,67.04,66.31,131,79
0.58,0.51,0.37,0.41,0.49,0.5,0.32,0.67,0.11,0.0,0.86,4,77.17,79.79,132,0
0.58,0.52,0.36,0.42,0.49,0.48,0.22,0.68,0.11,0.07,0.86,1,82.75,84.53,132,1
0.57,0.49,0.32,0.4,0.45,0.45,0.22,0.71,0.12,0.07,0.86,5,82.22,84.11,132,2
0.59,0.51,0.31,0.39,0.47,0.44,0.22,0.71,0.12,0.07,0.86,0,88.24,87.07,132,3
0.6,0.52,0.31,0.38,0.47,0.45,0.25,0.71,0.12,0.0,0.9,5,87.18,87.35,132,4
0.58,0.54,0.31,0.36,0.48,0.44,0.28,0.71,0.11,0.0,0.9,0,89.62,91.46,132,5
0.57,0.55,0.29,0.37,0.48,0.43,0.25,0.71,0.11,0.07,0.93,1,94.33,96.75,132,6
0.53,0.54,0.25,0.34,0.43,0.42,0.28,0.73,0.13,0.07,0.93,5,96.58,97.41,132,7
0.52,0.53,0.25,0.33,0.44,0.4,0.25,0.73,0.13,0.07,0.93,5,93.58,98.24,132,8
0.5,0.52,0.24,0.32,0.43,0.39,0.25,0.73,0.13,0.13,0.93,5,89.25,98.01,132,9
0.51,0.5,0.26,0.32,0.45,0.4,0.25,0.73,0.14,0.2,0.93,1,93.27,103.55,132,10
0.47,0.47,0.23,0.3,0.44,0.36,0.22,0.76,0.15,0.27,0.93,1,97.95,109.68,132,11
0.44,0.44,0.19,0.27,0.41,0.34,0.2,0.78,0.17,0.33,0.93,0,104.32,113.78,132,12
0.43,0.44,0.19,0.29,0.41,0.33,0.18,0.78,0.17,0.33,0.97,4,108.08,115.73,132,13
0.42,0.43,0.19,0.27,0.41,0.34,0.15,0.79,0.18,0.33,0.97,2,92.81,107.49,132,14
0.48,0.46,0.22,0.32,0.48,0.39,0.18,0.76,0.17,0.4,0.97,2,85.14,100.91,132,15
0.51,0.5,0.28,0.35,0.49,0.43,0.18,0.74,0.14,0.4,0.97,4,87.06,102.02,132,16
0.51,0.5,0.28,0.35,0.48,0.45,0.1,0.75,0.14,0.47,0.97,5,82.72,101.79,132,17
0.51,0.5,0.28,0.34,0.5,0.45,0.1,0.75,0.14,0.53,0.97,3,87.33,99.91,132,18
0.53,0.53,0.29,0.36,0.53,0.48,0.12,0.75,0.11,0.4,0.97,1,90.64,104.85,132,19
0.53,0.53,0.25,0.36,0.48,0.47,0.1,0.77,0.12,0.47,0.97,3,99.2,103.88,132,20
0.52,0.56,0.27,0.36,0.5,0.46,0.08,0.77,0.1,0.33,0.97,1,104.52,108.42,132,21
0.52,0.54,0.25,0.36,0.5,0.43,0.08,0.8,0.11,0.33,0.97,2,94.96,102.45,132,22
0.55,0.58,0.26,0.4,0.53,0.46,0.05,0.77,0.1,0.4,0.97,5,95.32,102.76,132,23
0.56,0.56,0.25,0.41,0.53,0.45,0.05,0.77,0.1,0.4,0.97,2,87.34,97.29,132,24
0.57,0.58,0.27,0.43,0.58,0.5,0.08,0.75,0.09,0.4,0.97,5,85.81,98.07,132,25
0.55,0.58,0.25,0.41,0.58,0.49,0.05,0.75,0.09,0.47,0.97,2,74.96,92.26,132,26
0.58,0.62,0.28,0.47,0.61,0.52,0.05,0.72,0.07,0.53,0.97,2,68.47,86.68,132,27
0.61,0.66,0.33,0.49,0.65,0.56,0.05,0.7,0.05,0.53,0.97,1,71.59,91.5,132,28
0.56,0.63,0.29,0.48,0.64,0.53,0.02,0.72,0.07,0.6,0.97,5,72.24,91.96,132,29
0.58,0.61,0.28,0.48,0.64,0.52,0.02,0.72,0.06,0.6,0.97,2,60.66,86.75,132,30
0.6,0.65,0.31,0.49,0.7,0.54,0.05,0.7,0.04,0.67,0.97,3,71.03,85.16,132,31
0.64,0.68,0.34,0.53,0.71,0.55,0.05,0.7,0.02,0.47,0.97,2,66.36,79.93,132,32
0.69,0.7,0.38,0.54,0.74,0.61,0.02,0.67,0.01,0.47,0.97,1,66.05,84.47,132,33
0.65,0.67,0.38,0.53,0.71,0.57,0.05,0.7,0.03,0.53,0.97,3,70.92,82.85,132,34
0.68,0.71,0.41,0.54,0.74,0.59,0.08,0.7,0.0,0.4,0.97,0,75.9,84.92,132,35
0.68,0.69,0.41,0.55,0.74,0.57,0.1,0.7,0.0,0.33,0.99,0,78.84,86.12,132,36
0.69,0.68,0.4,0.55,0.74,0.55,0.08,0.7,0.0,0.33,1.0,1,80.28,90.73,132,37
0.69,0.66,0.38,0.53,0.7,0.51,0.08,0.72,0.01,0.4,1.0,5,74.8,90.69,132,38
0.69,0.66,0.39,0.53,0.69,0.51,0.1,0.72,0.0,0.47,1.0,2,68.05,85.04,132,39
0.72,0.71,0.42,0.58,0.71,0.56,0.1,0.7,0.0,0.47,1.0,4,68.39,86.16,132,40
0.71,0.72,0.41,0.57,0.71,0.58,0.05,0.71,0.0,0.53,1.0,1,68.89,90.14,132,41
0.69,0.72,0.39,0.55,0.7,0.56,0.05,0.73,0.03,0.6,1.0,5,70.27,90.1,132,42
0.68,0.72,0.38,0.57,0.71,0.56,0.02,0.73,0.03,0.6,1.0,5,65.95,91.05,132,43
0.66,0.71,0.36,0.55,0.7,0.55,0.05,0.73,0.03,0.67,1.0,2,59.32,85.37,132,44
0.66,0.77,0.41,0.61,0.73,0.6,0.05,0.71,0.01,0.67,1.0,5,53.7,85.33,132,45
0.67,0.75,0.42,0.63,0.73,0.59,0.08,0.71,0.02,0.73,1.0,1,54.62,89.62,132,46
0.66,0.73,0.39,0.6,0.7,0.58,0.08,0.73,0.04,0.8,1.0,5,54.63,89.64,132,47
0.66,0.71,0.4,0.6,0.7,0.59,0.08,0.73,0.04,0.8,1.0,0,55.96,89.53,132,48
0.65,0.72,0.4,0.59,0.71,0.6,0.05,0.73,0.05,0.8,1.0,5,54.01,89.21,132,49
0.67,0.7,0.4,0.6,0.72,0.61,0.08,0.73,0.05,0.8,1.0,1,53.87,93.89,132,50
0.64,0.69,0.35,0.58,0.69,0.6,0.1,0.76,0.08,0.87,1.0,5,54.2,94.22,132,51
0.62,0.69,0.34,0.58,0.71,0.59,0.1,0.76,0.09,0.87,1.0,5,52.47,94.09,132,52
0.62,0.7,0.34,0.6,0.7,0.58,0.12,0.76,0.09,0.87,1.0,3,63.73,93.18,132,53
0.65,0.72,0.36,0.59,0.7,0.59,0.12,0.76,0.06,0.67,1.0,3,71.13,92.46,132,54
0.65,0.71,0.39,0.6,0.71,0.62,0.12,0.76,0.03,0.53,1.0,0,76.69,92.48,132,55
0.64,0.72,0.41,0.59,0.72,0.6,0.1,0.76,0.03,0.47,1.0,5,71.28,92.61,132,56
0.63,0.73,0.42,0.57,0.71,0.61,0.12,0.76,0.03,0.53,1.0,4,71.57,93.72,132,57
0.64,0.72,0.43,0.55,0.71,0.62,0.08,0.76,0.04,0.6,1.0,1,71.32,98.26,132,58
0.61,0.71,0.4,0.54,0.67,0.62,0.1,0.79,0.06,0.67,1.0,4,70.1,99.31,132,59
0.61,0.71,0.4,0.52,0.66,0.63,0.08,0.8,0.06,0.73,1.0,3,80.73,97.94,132,60
0.63,0.72,0.39,0.56,0.69,0.66,0.08,0.8,0.03,0.53,1.0,2,70.91,92.98,132,61
0.67,0.73,0.43,0.57,0.75,0.68,0.08,0.77,0.02,0.6,1.0,5,68.55,93.16,132,62
0.65,0.73,0.44,0.55,0.76,0.67,0.05,0.77,0.02,0.67,1.0,1,68.67,97.97,132,63
0.62,0.72,0.42,0.51,0.76,0.62,0.08,0.8,0.04,0.73,1.0,1,71.4,102.51,132,64
0.6,0.7,0.39,0.52,0.75,0.57,0.05,0.82,0.06,0.8,1.0,1,71.64,107.52,132,65
0.56,0.68,0.38,0.48,0.74,0.54,0.08,0.85,0.09,0.87,1.0,2,64.29,101.22,132,66
0.61,0.73,0.42,0.53,0.77,0.58,0.08,0.82,0.07,0.87,1.0,1,70.46,106.46,132,67
0.57,0.68,0.38,0.52,0.76,0.55,0.08,0.85,0.08,0.87,1.0,0,70.41,106.37,132,68
0.59,0.67,0.39,0.53,0.76,0.53,0.08,0.85,0.07,0.87,1.0,1,72.05,111.18,132,69
0.59,0.62,0.36,0.5,0.76,0.52,0.08,0.87,0.09,0.93,1.0,2,64.13,105.64,132,70
0.62,0.66,0.42,0.53,0.78,0.52,0.1,0.85,0.06,0.93,1.0,5,59.92,105.54,132,71
0.63,0.66,0.41,0.55,0.76,0.52,0.1,0.85,0.07,1.0,1.0,5,59.79,105.44,132,72
0.63,0.64,0.41,0.54,0.77,0.54,0.1,0.85,0.07,1.0,1.0,1,67.26,110.61,132,73
0.6,0.61,0.39,0.52,0.75,0.51,0.08,0.87,0.1,1.0,1.0,1,73.05,115.55,132,74
0.58,0.6,0.37,0.49,0.72,0.5,0.08,0.9,0.11,1.0,1.0,4,76.99,116.31,132,75
0.58,0.58,0.36,0.5,0.74,0.52,0.02,0.91,0.11,1.0,1.0,5,78.84,116.58,132,76
